,Item 1,Item 2,,,support,confidence,lift,,conviction
2406,frozenset({'pastry'}),"frozenset({'yogurt', 'whole milk'})",,,0.009150991,0.102857143,1.835934664,,1.052202099
2815,frozenset({'sausage'}),"frozenset({'rolls/buns', 'soda'})",,,0.00965938,0.102813853,2.682159794,,1.071870667
3730,frozenset({'yogurt'}),frozenset({'domestic eggs'}),,,0.014336553,0.102769679,1.619775314,,1.04382688
1136,frozenset({'butter'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.00569395,0.102752294,2.411858729,,1.067037613
1493,frozenset({'fruit/vegetable juice'}),frozenset({'white bread'}),,,0.007422471,0.102672293,2.43908695,,1.06750904
1841,"frozenset({'rolls/buns', 'other vegetables'})","frozenset({'soda', 'whole milk'})",,,0.00437214,0.102625298,2.561725404,,1.069719251
2250,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'fruit/vegetable juice'}),,,0.00437214,0.102625298,1.419577791,,1.033801339
917,frozenset({'cream cheese '}),frozenset({'butter'}),,,0.004067107,0.102564103,1.850858622,,1.052538311
932,frozenset({'cream cheese '}),frozenset({'napkins'}),,,0.004067107,0.102564103,1.958675629,,1.05593725
1566,frozenset({'domestic eggs'}),frozenset({'curd'}),,,0.006507372,0.102564103,1.925034253,,1.054917568
1453,frozenset({'chocolate'}),"frozenset({'soda', 'whole milk'})",,,0.005083884,0.102459016,2.557574686,,1.06952107
3600,frozenset({'pork'}),frozenset({'frankfurter'}),,,0.005897306,0.102292769,1.734567901,,1.048255948
1247,frozenset({'bottled beer'}),frozenset({'tropical fruit'}),,,0.008235892,0.102272727,0.974663055,,0.997038477
1546,frozenset({'whole milk'}),frozenset({'curd'}),,,0.026131164,0.102268205,1.919480533,,1.054569862
2032,frozenset({'bottled water'}),frozenset({'newspapers'}),,,0.011286223,0.102115915,1.279375831,,1.024834982
256,frozenset({'yogurt'}),frozenset({'margarine'}),,,0.014234875,0.102040816,1.742311508,,1.048414753
1702,frozenset({'citrus fruit'}),frozenset({'beef'}),,,0.008439248,0.101965602,1.943472278,,1.055120292
1713,frozenset({'other vegetables'}),frozenset({'beef'}),,,0.01972547,0.101944298,1.943066232,,1.055095263
224,frozenset({'other vegetables'}),frozenset({'margarine'}),,,0.01972547,0.101944298,1.740663499,,1.048302075
3004,"frozenset({'other vegetables', 'whole milk'})",frozenset({'shopping bags'}),,,0.007625826,0.101902174,1.034270258,,1.003759613
1254,"frozenset({'whole milk', 'other vegetables'})",frozenset({'bottled beer'}),,,0.007625826,0.101902174,1.26541399,,1.023798577
447,"frozenset({'whole milk', 'other vegetables'})","frozenset({'yogurt', 'tropical fruit'})",,,0.007625826,0.101902174,3.479888474,,1.080858676
1906,"frozenset({'whole milk', 'other vegetables'})",frozenset({'frankfurter'}),,,0.007625826,0.101902174,1.727944621,,1.047800047
298,"frozenset({'whole milk', 'root vegetables'})",frozenset({'margarine'}),,,0.004982206,0.101871102,1.739413693,,1.048216639
3058,frozenset({'tropical fruit'}),frozenset({'brown bread'}),,,0.010676157,0.101744186,1.568423307,,1.041050472
3750,frozenset({'sausage'}),frozenset({'domestic eggs'}),,,0.009557702,0.101731602,1.603413947,,1.042620589
1893,frozenset({'frankfurter'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.005998983,0.101724138,1.796152418,,1.050195793
3736,frozenset({'pastry'}),frozenset({'domestic eggs'}),,,0.009049314,0.101714286,1.603141026,,1.042600491
238,frozenset({'root vegetables'}),frozenset({'margarine'}),,,0.011082867,0.101679104,1.736135404,,1.047992605
584,"frozenset({'yogurt', 'whole milk'})","frozenset({'tropical fruit', 'root vegetables'})",,,0.00569395,0.101633394,4.828813663,,1.089702927
1541,"frozenset({'soda', 'whole milk'})",frozenset({'white bread'}),,,0.004067107,0.101522843,2.411780573,,1.066143343
1485,frozenset({'white bread'}),frozenset({'butter'}),,,0.004270463,0.101449275,1.830740593,,1.051232432
1480,frozenset({'white bread'}),frozenset({'chocolate'}),,,0.004270463,0.101449275,2.044577097,,1.057682405
1581,frozenset({'curd'}),frozenset({'shopping bags'}),,,0.005388917,0.101145038,1.026585604,,1.002914113
3236,frozenset({'napkins'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.005287239,0.100970874,1.782851964,,1.049315872
3076,frozenset({'pip fruit'}),frozenset({'brown bread'}),,,0.007625826,0.100806452,1.553967792,,1.0399648
2379,frozenset({'root vegetables'}),frozenset({'pastry'}),,,0.01098119,0.100746269,1.13238806,,1.013097857
3070,frozenset({'citrus fruit'}),frozenset({'brown bread'}),,,0.00833757,0.100737101,1.552898724,,1.039884599
2026,frozenset({'citrus fruit'}),frozenset({'newspapers'}),,,0.00833757,0.100737101,1.262101128,,1.023263631
3194,frozenset({'whipped/sour cream'}),frozenset({'napkins'}),,,0.007219115,0.10070922,1.923252771,,1.053759268
1954,frozenset({'whipped/sour cream'}),frozenset({'chicken'}),,,0.007219115,0.10070922,2.347097577,,1.064274247
3340,frozenset({'whipped/sour cream'}),frozenset({'newspapers'}),,,0.007219115,0.10070922,1.261751818,,1.023231907
1076,"frozenset({'yogurt', 'other vegetables'})","frozenset({'butter', 'whole milk'})",,,0.00437214,0.100702576,3.654648842,,1.081338968
371,"frozenset({'yogurt', 'other vegetables'})","frozenset({'soda', 'whole milk'})",,,0.00437214,0.100702576,2.513730548,,1.067432162
309,frozenset({'margarine'}),"frozenset({'other vegetables', 'root vegetables'})",,,0.005897306,0.100694444,2.125171376,,1.059282014
2035,frozenset({'newspapers'}),frozenset({'sausage'}),,,0.008032537,0.100636943,1.071173519,,1.007435
2380,frozenset({'pastry'}),frozenset({'bottled water'}),,,0.008947636,0.100571429,0.909954002,,0.988934962
1972,frozenset({'pork'}),frozenset({'chicken'}),,,0.005795628,0.100529101,2.342899772,,1.064061126
1466,frozenset({'chocolate'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.004982206,0.100409836,1.772945669,,1.048661456
230,frozenset({'brown bread'}),frozenset({'margarine'}),,,0.006507372,0.10031348,1.712817834,,1.046401868
4009,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'frozen vegetables'}),,,0.004270463,0.100238663,2.084243669,,1.057954391
3601,frozenset({'frankfurter'}),frozenset({'pork'}),,,0.005897306,0.1,1.734567901,,1.047054172
2041,frozenset({'other vegetables'}),frozenset({'newspapers'}),,,0.01931876,0.099842354,1.250891151,,1.022246519
3464,"frozenset({'yogurt', 'whole milk'})","frozenset({'whipped/sour cream', 'other vegetables'})",,,0.005592272,0.099818512,3.456743181,,1.078808608
1560,frozenset({'root vegetables'}),frozenset({'curd'}),,,0.010879512,0.099813433,1.873406702,,1.051694092
1940,frozenset({'root vegetables'}),frozenset({'chicken'}),,,0.010879512,0.099813433,2.326220644,,1.063215175
3258,"frozenset({'whole milk', 'root vegetables'})",frozenset({'napkins'}),,,0.004880529,0.0997921,1.905738449,,1.052685711
2851,frozenset({'sausage'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.009354347,0.0995671,1.758065394,,1.047679989
3982,frozenset({'frozen vegetables'}),frozenset({'pastry'}),,,0.004778851,0.099365751,1.116871036,,1.011544952
2955,frozenset({'bottled water'}),frozenset({'shopping bags'}),,,0.01098119,0.099356026,1.008427774,,1.000921954
1613,frozenset({'curd'}),"frozenset({'tropical fruit', 'other vegetables'})",,,0.005287239,0.099236641,2.764850896,,1.070323042
1607,frozenset({'curd'}),"frozenset({'yogurt', 'tropical fruit'})",,,0.005287239,0.099236641,3.388862383,,1.077660207
1050,frozenset({'butter'}),frozenset({'pork'}),,,0.005490595,0.099082569,1.718654434,,1.045987925
1100,frozenset({'butter'}),"frozenset({'tropical fruit', 'other vegetables'})",,,0.005490595,0.099082569,2.760558256,,1.070139998
20,frozenset({'shopping bags'}),frozenset({'citrus fruit'}),,,0.009761057,0.099071207,1.197008999,,1.018098627
1526,frozenset({'white bread'}),"frozenset({'tropical fruit', 'other vegetables'})",,,0.004168785,0.099033816,2.759199956,,1.070082092
1489,frozenset({'white bread'}),frozenset({'pork'}),,,0.004168785,0.099033816,1.717808791,,1.045931325
3187,frozenset({'napkins'}),frozenset({'bottled beer'}),,,0.005185562,0.099029126,1.229736687,,1.020533852
3215,frozenset({'napkins'}),frozenset({'pork'}),,,0.005185562,0.099029126,1.717727436,,1.04592588
1786,frozenset({'beef'}),"frozenset({'yogurt', 'other vegetables'})",,,0.005185562,0.098837209,2.276496378,,1.061499254
2244,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'fruit/vegetable juice'}),,,0.005592272,0.098743268,1.365879094,,1.029348392
3055,frozenset({'whole milk'}),frozenset({'brown bread'}),,,0.025216065,0.098686828,1.521293038,,1.037519109
1430,frozenset({'chocolate'}),frozenset({'napkins'}),,,0.004880529,0.098360656,1.878402037,,1.051014466
1550,frozenset({'tropical fruit'}),frozenset({'curd'}),,,0.010269446,0.097868217,1.836896784,,1.049426384
3227,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'napkins'}),,,0.004168785,0.097852029,1.868688741,,1.050421909
2600,"frozenset({'rolls/buns', 'other vegetables'})","frozenset({'yogurt', 'root vegetables'})",,,0.004168785,0.097852029,3.788876778,,1.07983823
1971,frozenset({'domestic eggs'}),frozenset({'chicken'}),,,0.006202339,0.09775641,2.27828032,,1.060791153
1345,frozenset({'bottled water'}),"frozenset({'whole milk', 'other vegetables'})",,,0.010777834,0.097516099,1.303085377,,1.025132111
1234,frozenset({'soda'}),frozenset({'bottled beer'}),,,0.016980173,0.097376093,1.209209441,,1.018664883
3691,frozenset({'curd'}),frozenset({'dessert'}),,,0.005185562,0.097328244,2.622529541,,1.066708513
1225,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'other vegetables'})",,,0.017895272,0.097291321,1.300081717,,1.024876849
3970,frozenset({'frozen vegetables'}),frozenset({'napkins'}),,,0.004677173,0.097251586,1.857222028,,1.049723244
1117,frozenset({'butter'}),"frozenset({'bottled water', 'whole milk'})",,,0.005388917,0.097247706,2.829678085,,1.069654379
247,frozenset({'margarine'}),frozenset({'shopping bags'}),,,0.00569395,0.097222222,0.986770439,,0.998556177
333,frozenset({'margarine'}),"frozenset({'yogurt', 'other vegetables'})",,,0.00569395,0.097222222,2.239298725,,1.059600328
1241,frozenset({'bottled beer'}),frozenset({'sausage'}),,,0.007829181,0.097222222,1.034827441,,1.003624418
2019,frozenset({'chicken'}),"frozenset({'whipped/sour cream', 'whole milk'})",,,0.004168785,0.097156398,3.014300238,,1.071911207
2161,frozenset({'fruit/vegetable juice'}),frozenset({'bottled beer'}),,,0.00701576,0.097046414,1.205115501,,1.018292955
3648,frozenset({'pork'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.005592272,0.097001764,2.276879107,,1.060242438
3598,frozenset({'pork'}),frozenset({'brown bread'}),,,0.005592272,0.097001764,1.495317156,,1.035583018
3608,frozenset({'pork'}),frozenset({'domestic eggs'}),,,0.005592272,0.097001764,1.528865939,,1.037159419
1738,frozenset({'beef'}),frozenset({'fruit/vegetable juice'}),,,0.005083884,0.096899225,1.340371134,,1.027246564
3955,frozenset({'pip fruit'}),frozenset({'frozen vegetables'}),,,0.007320793,0.096774194,2.012207597,,1.053896434
1039,frozenset({'pip fruit'}),frozenset({'butter'}),,,0.007320793,0.096774194,1.746374667,,1.04579127
3065,frozenset({'other vegetables'}),frozenset({'brown bread'}),,,0.018708693,0.096689438,1.490502539,,1.035224958
1544,frozenset({'white bread'}),"frozenset({'soda', 'whole milk'})",,,0.004067107,0.096618357,2.411780573,,1.062606265
3778,"frozenset({'other vegetables', 'root vegetables'})","frozenset({'whole milk', 'domestic eggs'})",,,0.004575496,0.096566524,3.219429694,,1.073687338
3264,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'napkins'}),,,0.004575496,0.096566524,1.844139339,,1.048927252
3334,frozenset({'sausage'}),frozenset({'whipped/sour cream'}),,,0.009049314,0.096320346,1.343702987,,1.027263622
520,"frozenset({'tropical fruit', 'whole milk'})","frozenset({'rolls/buns', 'other vegetables'})",,,0.004067107,0.096153846,2.256976317,,1.059247801
2603,"frozenset({'yogurt', 'other vegetables'})","frozenset({'rolls/buns', 'root vegetables'})",,,0.004168785,0.096018735,3.951231223,,1.07933546
2492,frozenset({'pastry'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.008540925,0.096,1.69508079,,1.043545942
2176,frozenset({'pastry'}),frozenset({'fruit/vegetable juice'}),,,0.008540925,0.096,1.327932489,,1.026224744
3198,frozenset({'tropical fruit'}),frozenset({'napkins'}),,,0.01006609,0.095930233,1.831988033,,1.048189009
2949,frozenset({'whole milk'}),frozenset({'shopping bags'}),,,0.024504321,0.095901313,0.973363689,,0.997097263
222,frozenset({'citrus fruit'}),frozenset({'margarine'}),,,0.007930859,0.095823096,1.636146089,,1.041205157
709,frozenset({'bottled water'}),frozenset({'pip fruit'}),,,0.010574479,0.095676173,1.26475156,,1.022146909
3183,frozenset({'fruit/vegetable juice'}),frozenset({'napkins'}),,,0.006914082,0.095639944,1.826444363,,1.047852553
2588,"frozenset({'whole milk', 'root vegetables'})","frozenset({'rolls/buns', 'yogurt'})",,,0.004677173,0.095634096,2.78272583,,1.067745853
2098,frozenset({'newspapers'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.007625826,0.095541401,1.68698327,,1.04301682
3050,frozenset({'newspapers'}),frozenset({'brown bread'}),,,0.007625826,0.095541401,1.472805143,,1.033910939
3147,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'brown bread'}),,,0.004067107,0.095465394,1.471633461,,1.03382406
1265,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'bottled beer'}),,,0.004067107,0.095465394,1.18548251,,1.016513099
517,"frozenset({'rolls/buns', 'other vegetables'})","frozenset({'tropical fruit', 'whole milk'})",,,0.004067107,0.095465394,2.256976317,,1.058778822
1876,frozenset({'pip fruit'}),frozenset({'frankfurter'}),,,0.007219115,0.095430108,1.618198461,,1.04030319
925,frozenset({'curd'}),frozenset({'cream cheese '}),,,0.005083884,0.095419847,2.406292817,,1.061647994
1051,frozenset({'pork'}),frozenset({'butter'}),,,0.005490595,0.095238095,1.718654434,,1.044015733
1271,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'bottled beer'}),,,0.005388917,0.095152603,1.181598299,,1.016161708
120,frozenset({'root vegetables'}),"frozenset({'citrus fruit', 'other vegetables'})",,,0.010371124,0.095149254,3.295045459,,1.073241684
3253,frozenset({'napkins'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.004982206,0.095145631,2.249416542,,1.058404664
3213,frozenset({'napkins'}),frozenset({'butter'}),,,0.004982206,0.095145631,1.716985838,,1.043909049
3948,frozenset({'frozen vegetables'}),frozenset({'newspapers'}),,,0.004575496,0.095137421,1.191944628,,1.016931235
3960,frozenset({'frozen vegetables'}),frozenset({'beef'}),,,0.004575496,0.095137421,1.813326614,,1.047158251
252,frozenset({'whipped/sour cream'}),frozenset({'margarine'}),,,0.006812405,0.095035461,1.622697498,,1.040298945
1756,frozenset({'beef'}),"frozenset({'rolls/buns', 'root vegetables'})",,,0.004982206,0.09496124,3.907714638,,1.078074307
1016,frozenset({'tropical fruit'}),frozenset({'butter'}),,,0.009964413,0.09496124,1.713658346,,1.043696365
714,frozenset({'shopping bags'}),frozenset({'pip fruit'}),,,0.009354347,0.09494324,1.255062863,,1.021319155
650,frozenset({'shopping bags'}),frozenset({'coffee'}),,,0.009354347,0.09494324,1.635318336,,1.040754664
2038,frozenset({'pastry'}),frozenset({'newspapers'}),,,0.008439248,0.094857143,1.188433121,,1.016616341
1905,frozenset({'frankfurter'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.005592272,0.094827586,2.225845609,,1.05769579
234,frozenset({'whole milk'}),frozenset({'margarine'}),,,0.024199288,0.094707521,1.617098035,,1.039922099
1255,frozenset({'bottled beer'}),"frozenset({'whole milk', 'other vegetables'})",,,0.007625826,0.09469697,1.26541399,,1.021939831
1729,frozenset({'domestic eggs'}),frozenset({'beef'}),,,0.005998983,0.094551282,1.802154765,,1.046480378
3203,frozenset({'domestic eggs'}),frozenset({'napkins'}),,,0.005998983,0.094551282,1.805654095,,1.046592673
1193,frozenset({'domestic eggs'}),"frozenset({'butter', 'whole milk'})",,,0.005998983,0.094551282,3.431409074,,1.073992739
149,"frozenset({'other vegetables', 'root vegetables'})","frozenset({'citrus fruit', 'tropical fruit'})",,,0.004473818,0.094420601,4.737890865,,1.08225869
2665,"frozenset({'other vegetables', 'root vegetables'})","frozenset({'soda', 'whole milk'})",,,0.004473818,0.094420601,2.356920329,,1.060027419
954,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'cream cheese '}),,,0.004473818,0.094420601,2.38109387,,1.060476536
2986,"frozenset({'yogurt', 'whole milk'})",frozenset({'shopping bags'}),,,0.005287239,0.094373866,0.957860649,,0.995415539
1439,frozenset({'fruit/vegetable juice'}),frozenset({'chocolate'}),,,0.006812405,0.094233474,1.899152083,,1.049256364
2905,frozenset({'sausage'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.008845958,0.094155844,2.210078108,,1.05691144
3046,frozenset({'shopping bags'}),frozenset({'brown bread'}),,,0.009252669,0.093911249,1.447675754,,1.03205082
2361,frozenset({'margarine'}),frozenset({'sugar'}),,,0.005490595,0.09375,2.768862613,,1.066086987
573,"frozenset({'whole milk', 'other vegetables'})","frozenset({'tropical fruit', 'root vegetables'})",,,0.00701576,0.09375,4.454257246,,1.080223691
1886,frozenset({'pastry'}),frozenset({'frankfurter'}),,,0.00833757,0.093714286,1.589103448,,1.03833364
2431,"frozenset({'yogurt', 'other vegetables'})","frozenset({'pastry', 'whole milk'})",,,0.004067107,0.093676815,2.817466286,,1.066674023
3402,frozenset({'whipped/sour cream'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.006710727,0.093617021,2.197430559,,1.056283132
1186,frozenset({'whipped/sour cream'}),"frozenset({'butter', 'whole milk'})",,,0.006710727,0.093617021,3.397503337,,1.072885713
1694,frozenset({'whipped/sour cream'}),frozenset({'beef'}),,,0.006710727,0.093617021,1.784347683,,1.04540171
3779,"frozenset({'whole milk', 'root vegetables'})","frozenset({'other vegetables', 'domestic eggs'})",,,0.004575496,0.093555094,4.201435366,,1.078645355
2974,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'shopping bags'}),,,0.005287239,0.093357271,0.947542581,,0.994299406
3233,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'napkins'}),,,0.005287239,0.093357271,1.782851964,,1.045214354
1996,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'chicken'}),,,0.005287239,0.093357271,2.175755358,,1.055644068
3153,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'brown bread'}),,,0.005287239,0.093357271,1.439135989,,1.031420216
